NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,ESTADO_INS,METODO_CONS,NEAR_DIST,VOL_AUTORIZADO,VOL_ACTUAL,TON_AUTORIZADO,TON_ACTUAL,RES_APRUEBA,RES_PDC_APRUEBA,RES_PDC_FECHA,RES_APRUEBA_FECHA,latitud,longitud,lat_lon_pair
SOC. COM. BELLAVISTA (J.GODOY ALBALLAY),FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 3,TRANQUE DE RELAVE,ORO-COBRE,6651255.1622,300267.668399999,INACTIVO,AGUAS ARRIBA,1881.35566539842,23808.0,0.0,35712.0,0.0,S/I,1662,23-12-2013*,S/I,-30.253911,-71.075968,"-30.253911, -71.075968"
AQUILES GONZALEZ GARCIA,PLANTA CARLOS V,IV,ELQUI,ANDACOLLO,CARLOS V,TRANQUE DE RELAVE,ORO,6652922.8282,298395.052199999,ABANDONADO,AGUAS ARRIBA,1804.07151519424,80632.0,0.0,120948.0,0.0,1253,N_A,N_A,1986-12-16 00:00:00,-30.238562,-71.095102,"-30.238562, -71.095102"
RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6651676.87689999,299367.0126,ABANDONADO,AGUAS ARRIBA,1124.09039448841,1200.0,0.0,1800.0,0.0,S/I,,,S/I,-30.249959,-71.085244,"-30.249959, -71.085244"
RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 4,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6651616.55169999,299391.8835,ABANDONADO,AGUAS ARRIBA,1117.60254768672,28843.0,0.0,43264.0,0.0,S/I,,,S/I,-30.250507,-71.084997,"-30.250507, -71.084997"
RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6651712.3311,299414.1085,ABANDONADO,AGUAS ARRIBA,1182.59751932711,4800.0,0.0,7200.0,0.0,88,N_A,N_A,1987-01-22 00:00:00,-30.249647,-71.084748,"-30.249647, -71.084748"
"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IV,ELQUI,ANDACOLLO,IRENE 1,TRANQUE DE RELAVE,ORO,6654274.65469999,300729.146399999,INACTIVO,AGUAS ARRIBA,3927.5134185181,16000.0,0.0,24000.0,0.0,S/I,,,S/I,-30.226756,-71.070603,"-30.226756, -71.070603"
"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IV,ELQUI,ANDACOLLO,IRENE 3,TRANQUE DE RELAVE,ORO,6654277.82969999,300646.596199999,INACTIVO,AGUAS ARRIBA,3881.52558459479,70800.0,0.0,106200.0,0.0,178,N_A,N_A,1988-02-05 00:00:00,-30.226714,-71.071460,"-30.226714, -71.071460"
SLM.AU. JERALDO,PLANTA JERALDO I,IV,ELQUI,ANDACOLLO,JERALDO 1,TRANQUE DE RELAVE,ORO,6652704.332,298962.5241,INACTIVO,AGUAS ARRIBA,1685.34110989577,160160.0,0.0,240240.0,0.0,375,,,1987-04-20 00:00:00,-30.240626,-71.089249,"-30.240626, -71.089249"
SLM.AU. JERALDO,PLANTA JERALDO I,IV,ELQUI,ANDACOLLO,JERALDO 2,TRANQUE DE RELAVE,ORO,6652657.2361,298976.282499999,INACTIVO,AGUAS ARRIBA,1645.95060915189,23040.0,0.0,34560.0,0.0,500,,,1987-06-01 00:00:00,-30.241053,-71.089115,"-30.241053, -71.089115"
ALVARO MARIÂN AMENABAR,PLANTA LOS LEONES,IV,ELQUI,ANDACOLLO,RELAVES ANTIGUOS,TRANQUE DE RELAVE,ORO,6654410.57739999,302332.646499999,ABANDONADO,,5135.22677699419,400.0,0.0,600.0,0.0,S/I,,,S/I,-30.225792,-71.053925,"-30.225792, -71.053925"
RUBILIAN GONZAÂLEZ GARCIA,PLANTA LOS VALIENTES II,IV,ELQUI,ANDACOLLO,LOS VALIENTES 1,TRANQUE DE RELAVE,COBRE-ORO,6652786.07949999,298489.4017,INACTIVO,AGUAS ARRIBA,1670.20451743311,196300.0,0.0,294450.0,0.0,226,N_A,N_A,1985-02-22 00:00:00,-30.239810,-71.094148,"-30.239810, -71.094148"
SUC. LUIS MIRANDA ANSIETA,PLANTA MIRANDA ABANDONADA,IV,ELQUI,ANDACOLLO,TRANQUE DE 1-2,TRANQUE DE RELAVE,ORO,6653053.57579999,299487.5202,ABANDONADO,,2223.80022520716,145920.0,0.0,211584.0,0.0,S/I,,,S/I,-30.237563,-71.083730,"-30.237563, -71.083730"
SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 6,TRANQUE DE RELAVE,COBRE-ORO,6651582.5931,300110.593899999,INACTIVO,AGUAS ARRIBA,1780.79647886979,56667.0,51762.0,85000.0,77644.0,121,N_A,N_A,1985-01-28 00:00:00,-30.250932,-71.077538,"-30.250932, -71.077538"
SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 2,TRANQUE DE RELAVE,COBRE-ORO,6651502.4242,300068.5251,INACTIVO,AGUAS ARRIBA,1720.58210066407,7990.0,0.0,11985.0,0.0,S/I,,,S/I,-30.251648,-71.077990,"-30.251648, -71.077990"
SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 3,TRANQUE DE RELAVE,COBRE-ORO,6651490.5179,300047.093799999,INACTIVO,AGUAS ARRIBA,1697.04921096924,9185.0,0.0,13777.0,0.0,S/I,,,S/I,-30.251752,-71.078215,"-30.251752, -71.078215"
OMINT SPA,FAENA TALCUNA,IV,ELQUI,VICUÑA,TALCUNA 3,TRANQUE DE RELAVE,COBRE,6691697.1957,317196.29,INACTIVO,,23747.099177937,162210.0,0.0,243315.0,0.0,S/I,,,S/I,-29.891812,-70.893142,"-29.891812, -70.893142"
OMINT SPA,FAENA TALCUNA,IV,ELQUI,VICUÑA,TALCUNA 2,TRANQUE DE RELAVE,COBRE,6691811.4959,317605.6012,INACTIVO,,23518.3060418736,211876.0,0.0,317814.0,0.0,S/I,,,S/I,-29.890842,-70.888885,"-29.890842, -70.888885"
FELIPE CARVAJAL RIVERA,PLANTA AGUA GRANDE,IV,ELQUI,LA HIGUERA,AGUA GRANDE ,TRANQUE DE RELAVE,ORO,6734977.5936,299991.6885,ABANDONADO,,13111.0227909707,15000.0,0.0,22500.0,0.0,911,N_A,N_A,1985-10-09 00:00:00,-29.498784,-71.063228,"-29.498784, -71.063228"
SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 4,TRANQUE DE RELAVE,COBRE-ORO,6651524.64919999,300076.4626,INACTIVO,AGUAS ARRIBA,1733.38976721665,935.0,0.0,1402.0,0.0,S/I,,,S/I,-30.251449,-71.077903,"-30.251449, -71.077903"
SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 5,TRANQUE DE RELAVE,COBRE-ORO,6651524.64919999,300097.1001,INACTIVO,AGUAS ARRIBA,1753.46016974424,1680.0,0.0,2520.0,0.0,S/I,,,S/I,-30.251452,-71.077689,"-30.251452, -71.077689"
FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6654762.29889999,297156.3547,INACTIVO,AGUAS ARRIBA,3847.1251188355,6145.0,0.0,9217.0,0.0,S/I,,,S/I,-30.221766,-71.107613,"-30.221766, -71.107613"
FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6654733.8562,297125.266099999,INACTIVO,AGUAS ARRIBA,3830.36111037838,69120.0,0.0,103680.0,0.0,S/I,,,S/I,-30.222018,-71.107941,"-30.222018, -71.107941"
FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 3,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6654768.91359999,297093.515999999,INACTIVO,AGUAS ARRIBA,3873.98582104142,18240.0,0.0,27360.0,0.0,S/I,,,S/I,-30.221696,-71.108264,"-30.221696, -71.108264"
FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 5,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6654954.78369999,297130.557799999,INACTIVO,AGUAS ARRIBA,4037.87724871925,16130.0,0.0,24195.0,0.0,S/I,,,S/I,-30.220026,-71.107844,"-30.220026, -71.107844"
DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 1,TRANQUE DE RELAVE,COBRE-ORO,6654686.3232,300372.4017,INACTIVO,AGUAS ARRIBA,4080.73637366175,151900.0,0.0,227850.0,0.0,941,N_A,N_A,1983-09-05 00:00:00,-30.222985,-71.074230,"-30.222985, -71.074230"
DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 2,TRANQUE DE RELAVE,COBRE-ORO,6654702.85969999,300246.0629,INACTIVO,AGUAS ARRIBA,4035.59724906531,36000.0,0.0,54000.0,0.0,S/I,,,S/I,-30.222815,-71.075539,"-30.222815, -71.075539"
DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 3,TRANQUE DE RELAVE,COBRE-ORO,6654634.0679,300207.036799999,INACTIVO,AGUAS ARRIBA,3956.56620263419,6000.0,0.0,9000.0,0.0,S/I,,,S/I,-30.223429,-71.075957,"-30.223429, -71.075957"
MINERA SANTA SILVIA S.A.,PLANTA LA HIGUERA (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,LA HIGUERA 1,TRANQUE DE RELAVE,COBRE-ORO,6732449.48529999,283943.8868,INACTIVO,,3135.02243015753,260000.0,0.0,390000.0,0.0,S/I,,,S/I,-29.518913,-71.229172,"-29.518913, -71.229172"
MINERA SANTA SILVIA S.A.,PLANTA LA HIGUERA (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,LA HIGUERA 2,TRANQUE DE RELAVE,COBRE-ORO,6732511.66249999,283871.126199999,INACTIVO,,3198.97201268793,160000.0,0.0,240000.0,0.0,S/I,,,S/I,-29.518340,-71.229910,"-29.518340, -71.229910"
MINERA SANTA SILVIA S.A.,PLANTA LA HIGUERA (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,LA HIGUERA 3,TRANQUE DE RELAVE,COBRE-ORO,6732440.22489999,283864.511599999,INACTIVO,,3214.90741868872,80000.0,0.0,120000.0,0.0,S/I,,,S/I,-29.518983,-71.229992,"-29.518983, -71.229992"
MINERA SANTA SILVIA S.A.,PLANTA LA HIGUERA (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,LA HIGUERA 4,TRANQUE DE RELAVE,COBRE-ORO,6732425.67279999,283816.8865,INACTIVO,,3264.12576821658,20000.0,0.0,30000.0,0.0,S/I,,,S/I,-29.519106,-71.230486,"-29.519106, -71.230486"
MANUEL AGUIRRE BUSTAMANTE,FAENA LA FORTUNA,IV,CHOAPA,ILLAPEL,EMBALSE FORTUNA,EMBALSE,COBRE,6523111.665,301837.893799999,ACTIVO,EMBALSE,25677.5970804518,31168.0,12510.0,46752.0,18765.0,1547,913,2014-03-25 00:00:00,2015-11-03 00:00:00,-31.409707,-71.084488,"-31.409707, -71.084488"
LUIS ZEBALLOS CERDA,PLANTA ZEBALLOS,IV,ELQUI,VICUÑA,ZEBALLOS 1-2-3,TRANQUE DE RELAVE,COBRE-ORO,6692720.939,318260.155399999,INACTIVO,AGUAS ABAJO,23671.6552637044,111800.0,0.0,167700.0,0.0,211,N_A,N_A,1986-02-07 00:00:00,-29.882736,-70.881955,"-29.882736, -70.881955"
DPTO. MINAS U. LA SERENA,PLANTA GUAYACAN,IV,ELQUI,COQUIMBO,CUBETA 1,TRANQUE DE RELAVE,COBRE-ORO,6681991.87029999,273822.954699999,INACTIVO,,877.779901164874,290.0,0.0,435.0,0.0,S/I,,,S/I,-29.972119,-71.344090,"-29.972119, -71.344090"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE 1,TRANQUE DE RELAVE,ORO-COBRE,6656742.78289999,283900.156399999,INACTIVO,AGUAS ARRIBA,15544.1893768274,320160.0,0.0,480240.0,0.0,1038,,,2009-06-01 00:00:00,-30.201621,-71.244858,"-30.201621, -71.244858"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE 3A-4A,TRANQUE DE RELAVE,ORO-COBRE,6656938.43549999,283855.958499999,INACTIVO,AGUAS ARRIBA,15657.0661033889,4522.0,0.0,6783.0,0.0,S/I,,,S/I,-30.199849,-71.245277,"-30.199849, -71.245277"
FAISAL HARCHA,PLANTA ROLEX,IV,ELQUI,LA SERENA,ROLEX 1,TRANQUE DE RELAVE,ORO,6681321.8468,300839.412999999,INACTIVO,AGUAS ARRIBA,19824.7808255747,3900.0,0.0,5850.0,0.0,S/I,,,S/I,-29.982847,-71.064380,"-29.982847, -71.064380"
GERARD FINDEL FINDEL,PLANTA EL INCIENSO,IV,LIMARI,OVALLE,EL INCIENSO 2,TRANQUE DE RELAVE,COBRE,6627498.99399999,292015.430599999,INACTIVO,EJE CENTRAL,24465.1717292933,31000.0,0.0,46500.0,0.0,1028,N_A,N_A,1985-11-20 00:00:00,-30.466749,-71.166408,"-30.466749, -71.166408"
CIA. EXPLORACION DE MINAS SAN ANDRES,PLANTA ELISA DE BORDOS,III,COPIAPO,TIERRA AMARILLA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,6933449.55599999,383070.2734,INACTIVO,,27662.6299230912,18205.0,0.0,27307.0,0.0,S/I,,,S/I,-27.718208,-70.186127,"-27.718208, -70.186127"
FELIPE NUÃ‘EZ,PLANTA MIRANDA ,IV,ELQUI,ANDACOLLO,TRANQUE 2,TRANQUE DE RELAVE,ORO,6651644.40209999,299811.238599999,INACTIVO,AGUAS ARRIBA,1514.14233268018,145920.0,0.0,218880.0,0.0,992,N_A,N_A,1984-09-28 00:00:00,-30.250325,-71.080636,"-30.250325, -71.080636"
FELIPE NUÃ‘EZ,PLANTA MIRANDA ,IV,ELQUI,ANDACOLLO,TRANQUE 3,TRANQUE DE RELAVE,ORO,6651613.3135,299819.176099999,INACTIVO,AGUAS ARRIBA,1511.13060115869,145920.0,0.0,218880.0,0.0,992,N_A,N_A,1984-09-28 00:00:00,-30.250607,-71.080559,"-30.250607, -71.080559"
FELIPE NUÃ‘EZ,PLANTA MIRANDA ,IV,ELQUI,ANDACOLLO,TRANQUE 4,TRANQUE DE RELAVE,ORO,6651572.03839999,299833.9928,INACTIVO,AGUAS ARRIBA,1512.25901196367,145920.0,0.0,218880.0,0.0,992,N_A,N_A,1984-09-28 00:00:00,-30.250982,-71.080413,"-30.250982, -71.080413"
SOC. AGUIRRE MOYANO LTDA.,FAENA EL MAITEN,IV,CHOAPA,ILLAPEL,CENTRAL (EX EL MAITEN 1+2A+2B+3,TRANQUE DE RELAVE,ORO,6494632.2209,286492.0727,INACTIVO,EJE CENTRAL,8984.97848984097,12950.0,0.0,19425.0,0.0,,,,,-31.663737,-71.251968,"-31.663737, -71.251968"
JAIME PEREZ GOMEZ,FAENA EL ROMERO,IV,CHOAPA,ILLAPEL,EL ROMERO 2,TRANQUE DE RELAVE,COBRE,6522293.23529999,304232.8804,ACTIVO,EJE CENTRAL,25690.5422481887,22184.0,19862.0,33277.0,29793.0,212,,,1998-01-23 00:00:00,-31.417494,-71.059470,"-31.417494, -71.059470"
SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,IV,CHOAPA,ILLAPEL,ESPERANZA 0,TRANQUE DE RELAVE,COBRE-ORO,6524685.1692,304549.9724,ABANDONADO,AGUAS ARRIBA,24781.0700647073,14600.0,0.0,21900.0,0.0,S/I,,,S/I,-31.395980,-71.055666,"-31.395980, -71.055666"
EDUARDO LERY LERY,FAENA KATTIA,IV,CHOAPA,ILLAPEL,KATTIA 3,TRANQUE DE RELAVE,COBRE,6527152.27479999,303287.0815,INACTIVO,AGUAS ARRIBA,22644.4631403765,114234.0,0.0,171351.0,0.0,203,,,1986-02-07 00:00:00,-31.373521,-71.068453,"-31.373521, -71.068453"
SLM FLAMENCA,PLANTA LETICIA,IV,CHOAPA,ILLAPEL,LETICIA 1,TRANQUE DE RELAVE,ORO,6518392.41289999,307782.0674,INACTIVO,AGUAS ARRIBA,23879.4113895842,7350.0,0.0,11025.0,0.0,S/I,,,S/I,-31.453262,-71.022908,"-31.453262, -71.022908"
CIA. MINERA KALLEU (GUILLERMO DELGADO),PLANTA LOS CANELOS,IV,CHOAPA,ILLAPEL,LOS CANELOS 2,TRANQUE DE RELAVE,COBRE-ORO,6528163.71389999,300044.608199999,INACTIVO,,22739.9538129737,750.0,0.0,1125.0,0.0,S/I,679,1998-07-27 00:00:00,S/I,-31.363847,-71.102326,"-31.363847, -71.102326"
DESCONOCIDO,OF. NENA VILLANA,I,TAMARUGAL,POZO ALMONTE,TRANQUE,TRANQUE DE RELAVE,COBRE,7720548.3468,428327.723399999,ABANDONADO,,63967.0940649001,700.0,0.0,1050.0,0.0,S/I,,,S/I,-20.612837,-69.687858,"-20.612837, -69.687858"
SOC. MINERA LORENZO ZAZZALI,PLANTA LAS BOMBAS,III,CHAÑARAL,CHAÑARAL,LAS BOMBAS 3,TRANQUE DE RELAVE,ORO-COBRE,7119786.31259999,356360.738499999,ABANDONADO,EJE CENTRAL,39139.6217235166,10300.0,0.0,15450.0,0.0,S/I,,,S/I,-26.033771,-70.435596,"-26.033771, -70.435596"
SOC. MINERA LORENZO ZAZZALI,PLANTA LAS BOMBAS,III,CHAÑARAL,CHAÑARAL,LAS BOMBAS 2,TRANQUE DE RELAVE,ORO-COBRE,7119762.50009999,356396.192699999,ABANDONADO,EJE CENTRAL,39134.6554413201,1800.0,0.0,2700.0,0.0,S/I,,,S/I,-26.033989,-70.435244,"-26.033989, -70.435244"
EDUARDO PAREDES MARTINEZ,PLANTA OMEGA,III,CHAÑARAL,DIEGO DE ALMAGRO,OMEGA 3,TRANQUE DE RELAVE,ORO,7041016.51329999,409161.418899999,ABANDONADO,AGUAS ARRIBA,41945.0312065723,1300.0,0.0,1950.0,0.0,S/I,,,S/I,-26.749202,-69.913530,"-26.749202, -69.913530"
EDUARDO PAREDES MARTINEZ,PLANTA OMEGA,III,CHAÑARAL,DIEGO DE ALMAGRO,OMEGA 2,TRANQUE DE RELAVE,ORO,7041028.02269999,409115.3814,ABANDONADO,AGUAS ARRIBA,41919.2458145265,30100.0,0.0,43645.0,0.0,S/I,,,S/I,-26.749095,-69.913992,"-26.749095, -69.913992"
CIA. MINERA SAN ESTEBAN,PLANTA SAN ESTEBAN,III,COPIAPO,COPIAPO,SAN ESTEBAN 1,TRANQUE DE RELAVE,COBRE,6969133.63709999,370234.7834,INACTIVO,,4086.28770437049,67200.0,0.0,100800.0,0.0,S/I,,,S/I,-27.394965,-70.312467,"-27.394965, -70.312467"
CIA. MINERA SAN ESTEBAN,PLANTA SAN ESTEBAN,III,COPIAPO,COPIAPO,SAN ESTEBAN 2A,TRANQUE DE RELAVE,COBRE,6969053.4682,370187.1583,INACTIVO,EJE CENTRAL,4119.63747499884,48000.0,0.0,72000.0,0.0,573,N_A,N_A,1986-06-02 00:00:00,-27.395684,-70.312957,"-27.395684, -70.312957"
MIGUEL DAY,PLANTA DAY,III,COPIAPO,COPIAPO,DAY,TRANQUE DE RELAVE,COBRE-ORO,6969252.0585,367197.235399999,INACTIVO,AGUAS ARRIBA,3095.6497833474,17600.0,0.0,26400.0,0.0,828,,,1984-08-09 00:00:00,-27.393603,-70.343169,"-27.393603, -70.343169"
CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,IV,LIMARI,MONTE PATRIA,EL PINGO 2,TRANQUE DE RELAVE,COBRE,6586400.07039999,348584.192099999,INACTIVO,AGUAS ABAJO,39481.8453832219,24000.0,0.0,36000.0,0.0,11,,,1989-01-04 00:00:00,-30.845927,-70.583433,"-30.845927, -70.583433"
LUIS CORTES JARA,PLANTA MARIA ISABEL,III,COPIAPO,TIERRA AMARILLA,MARIA ISABEL 2,TRANQUE DE RELAVE,COBRE,6963183.1809,374432.350599999,INACTIVO,AGUAS ARRIBA,3329.59687014667,3000.0,0.0,4500.0,0.0,S/I,,,S/I,-27.449065,-70.270635,"-27.449065, -70.270635"
LUIS CORTES JARA,PLANTA MARIA ISABEL,III,COPIAPO,TIERRA AMARILLA,MARIA ISABEL 1,TRANQUE DE RELAVE,COBRE,6963220.22259999,374422.759399999,INACTIVO,AGUAS ARRIBA,3367.68558776555,1300.0,0.0,1950.0,0.0,S/I,,,S/I,-27.448730,-70.270728,"-27.448730, -70.270728"
CIA. MINERA HIERRO VIEJO,PLANTA HIERRO VIEJO,V,PETORCA,PETORCA,HIERRO VIEJO 2,TRANQUE DE RELAVE,COBRE,6426964.9523,310069.047699999,ABANDONADO,,8169.97185964587,5720.0,0.0,8580.0,0.0,S/I,,,S/I,-32.277991,-71.016730,"-32.277991, -71.016730"
MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,LAS CENIZAS 1,TRANQUE DE RELAVE,COBRE,6409833.8141,304318.082799999,INACTIVO,AGUAS ARRIBA,1073.32147280031,414000.0,0.0,621000.0,0.0,S/I,1956,2015-08-03 00:00:00,S/I,-32.431444,-71.081297,"-32.431444, -71.081297"
MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,LAS CENIZAS 2,TRANQUE DE RELAVE,COBRE,6409700.4638,304188.9659,INACTIVO,AGUAS ARRIBA,1229.71460215853,944238.0,0.0,1416357.0,0.0,S/I,1956,2015-08-03 00:00:00,S/I,-32.432623,-71.082697,"-32.432623, -71.082697"
SLM LAS CENIZAS,PLANTA LOS MAQUIS,V,PETORCA,CABILDO,LOS MAQUIS 1,TRANQUE DE RELAVE,COBRE,6406258.80319999,305553.797399999,INACTIVO,AGUAS ARRIBA,3779.68976298409,30000.0,0.0,45000.0,0.0,172,N_A,N_A,1995-02-15 00:00:00,-32.463890,-71.068898,"-32.463890, -71.068898"
CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,IV,LIMARI,MONTE PATRIA,EL PINGO 0,TRANQUE DE RELAVE,COBRE,6586435.7892,348614.619199999,INACTIVO,AGUAS ABAJO,39495.2803407299,14700.0,0.0,22050.0,0.0,S/I,,,S/I,-30.845609,-70.583110,"-30.845609, -70.583110"
CIA. MINERA SANTA AMALIA,PLANTA CATEMU,V,SAN FELIPE,CATEMU,CATEMU 4,TRANQUE DE RELAVE,COBRE,6371856.0866,313433.105299999,INACTIVO,EJE CENTRAL,20174.9164382063,2400000.0,0.0,3600000.0,0.0,1222,,,1988-11-30 00:00:00,-32.775396,-70.991966,"-32.775396, -70.991966"
CIA. MINERA SANTA AMALIA,PLANTA CATEMU,V,SAN FELIPE,CATEMU,CATEMU 1,TRANQUE DE RELAVE,COBRE,6372244.49569999,313239.429899999,INACTIVO,AGUAS ABAJO,19911.2648575597,414000.0,0.0,621000.0,0.0,127,N_A,N_A,1973-06-13 00:00:00,-32.771862,-70.993955,"-32.771862, -70.993955"
CIA. MINERA SANTA AMALIA,PLANTA CATEMU,V,SAN FELIPE,CATEMU,CATEMU 3,TRANQUE DE RELAVE,COBRE,6372191.5789,313037.2878,INACTIVO,AGUAS ABAJO,19722.2098201362,572000.0,0.0,858000.0,0.0,S/I,,,S/I,-32.772305,-70.996122,"-32.772305, -70.996122"
DESCONOCIDO,DESCONOCIDO,IV,ELQUI,LA HIGUERA,DESCONOCIDO,TRANQUE DE RELAVE,COBRE,6749812.33679999,294517.0606,ABANDONADO,,18491.477356349,12160.0,0.0,18000.0,0.0,S/I,,,S/I,-29.364099,-71.116893,"-29.364099, -71.116893"
FELIPE NUÃ‘EZ,PLANTA MIRANDA ,IV,ELQUI,ANDACOLLO,TRANQUE 5,TRANQUE DE RELAVE,ORO,6651533.40919999,299790.600999999,INACTIVO,AGUAS ARRIBA,1459.4785589868,145920.0,0.0,218880.0,0.0,992,N_A,N_A,1984-09-28 00:00:00,-30.251323,-71.080871,"-30.251323, -71.080871"
FELIPE NUÃ‘EZ,PLANTA MIRANDA ,IV,ELQUI,ANDACOLLO,TRANQUE 6,TRANQUE DE RELAVE,ORO,6651479.96329999,299800.126,INACTIVO,AGUAS ARRIBA,1454.42761825238,145920.0,0.0,218880.0,0.0,992,N_A,N_A,1984-09-28 00:00:00,-30.251806,-71.080782,"-30.251806, -71.080782"
ANGLO AMERICAN SUR S.A.,LOS BRONCES,RM,SANTIAGO,LO BARNECHEA,PEREZ-CALDERA 1,TRANQUE DE RELAVE,COBRE,6325283.76449999,375052.6024,INACTIVO,,31426.2059194253,12000000.0,0.0,18000000.0,0.0,310,855,2010-09-28 00:00:00,1992-03-11 00:00:00,-33.204116,-70.340586,"-33.204116, -70.340586"
ANGLO AMERICAN SUR S.A.,LOS BRONCES,RM,SANTIAGO,LO BARNECHEA,LOS PICHES,TRANQUE DE RELAVE,COBRE,6324470.96279999,374944.6522,INACTIVO,,31309.8305659039,30333333.0,0.0,45500000.0,0.0,S/I,855,2010-09-28 00:00:00,S/I,-33.211433,-70.341856,"-33.211433, -70.341856"
ANGLO AMERICAN SUR S.A.,LOS BRONCES,RM,SANTIAGO,LO BARNECHEA,COPIHUE,TRANQUE DE RELAVE,COBRE,6325588.5651,375113.985899999,INACTIVO,,31496.133825209,30333333.0,0.0,45500000.0,0.0,S/I,855,,S/I,-33.201375,-70.339886,"-33.201375, -70.339886"
SOTRAMIN LTDA. TALTAL,PLANTA MANUEL RODRIGUEZ,II,ANTOFAGASTA,TALTAL,TRANQUE DE RELAVE 1,TRANQUE DE RELAVE,COBRE,7190122.51109999,351461.755499999,INACTIVO,AGUAS ARRIBA,105952.291723106,19000.0,0.0,28500.0,0.0,S/I,,,S/I,-25.398338,-70.476684,"-25.398338, -70.476684"
DESCONOCIDO,LOS PIMIENTOS,II,ANTOFAGASTA,TALTAL,LOS PIMIENTOS 2,TRANQUE DE RELAVE,COBRE-ORO,7188245.08959999,399275.363099999,ABANDONADO,AGUAS ARRIBA,107609.806880426,7680.0,0.0,11520.0,0.0,S/I,,,S/I,-25.419295,-70.001559,"-25.419295, -70.001559"
DESCONOCIDO,LOS PIMIENTOS,II,ANTOFAGASTA,TALTAL,LOS PIMIENTOS 1,TRANQUE DE RELAVE,COBRE-ORO,7188319.7023,399183.287899999,ABANDONADO,AGUAS ARRIBA,107681.247845871,31500.0,0.0,47250.0,0.0,S/I,,,S/I,-25.418615,-70.002469,"-25.418615, -70.002469"
